name,price,latitude,longitude,url,location,room_type,"""Balcony""","""Cable Ready""","""Convenience Store""","""Dishwasher Available""","""Flooring - Ceramic""","""Flooring - Hardwood""","""Fridge""","""Heating""","""Laundry Facilities""","""Microwave""","""Nearby""","""On-site Management""","""On-site Staff""","""Parking - Underground""","""Parking - Visitor""","""Parks""","""Public Transit""","""Schools""","""Shopping""","""Storage Lockers""","""Stove""","""Walk-in Closet""","""Water""","""Other""","""Outdoor Parking""","""Air Conditioning""","""Elevators""","""Fitness Room""","""Keyless Entry""","""Recreation Room""","""Social Room""","""Blinds""","""Dryer""","""Internet Ready""","""Sauna""","""Washer""","""24h Security""","""Bike Racks""","""Central Air Conditioning""","""Elevator""","""Exercise Room""","""Fitness Area""","""Hydro / Electricity""","""Jacuzzi""","""Party Room""","""Pool - Heated""","""Rooftop Deck""","""Secured Access""","""Security On-site""","""Swimming Pool""","""Bike Room""","""Parking - Assigned""","""Parking - Covered""","""Parking""","""School""","""City View""","""Outdoor Play Area""","""Pool - Outdoor""","""Private Yard""","""Storage""","""Video Surveillance""","""Window Coverings""","""Park View""","""Pool - Indoor""","""Storage Room""","""Bank""","""Bars""","""Bbq Area/Courtyard""","""Bike Trails""","""Bus Stop""","""Cafe""","""Daycare""","""Dishwasher""","""Dog Park""","""Garden""","""Gas Station""","""Grocery Store""","""Gym""","""Hospital""","""Movie Theater""","""Pool""","""Public Library""","""Recycling""","""Restaurants""","""Running Path""","""Security Cameras""","""Shopping Centre""","""Cable""","""Ensuite Laundry""","""Fireplace""","""Flooring - Laminate""","""Internet / WiFi""","""Playground""","""Alarm System""","""Flooring - Tile""","""Gas Heating""","""Patio""","""Flooring - Carpeted""","""Hot Tub""","""Individual Thermostats""","""Rooftop Pool""","""Theatre Room""","""Buzzer Entry""","""Intercom""","""Private Entry""","""Professionally Managed""","""Wheelchair Access""","""Pet Friendly""","""Rooftop Garden""","""Rooftop Lounge""","""24h Emergency""","""Family Friendly""","""Media Room""","""Newly Renovated""","""Stainless Steel Appliances""","""Furnished""","""Guest Suite""","""Movie Room""","""Backyard""","""Radiant Heat""","""Bbq Grill""","""freezer included""","""fridge included""","""oven included""","""smoker friendly""","""Concierge""","""Tennis Court""","""Electric Vehicle Charger""","""In-Suite Laundry""","""Secure Entry""","""Smoking Permitted""","""Harwood Floors""","""Flooring - Laminate Hardwood""","""Game Room""","""Shared Yard""","""Resident Insurance""","""Upgraded Kitchen""","""Controlled Access""","""Flooring - Mixed Options""","""Freshly Painted""","""Highway""","""Open Concept Design""","""Large Windows""","""internet available""","""Island""","""New Appliances""","""Locker Room""","""Bus Routes""","""Sundeck""","""Flooring - Wood""","""Granite Countertops""","""Pool - Rooftop""","""Hookups""","""Laundry Room""","""Waterfront View""","""Ensuite Bathroom""","""Resident Managers""","""Garage""","""Security System""","""Deck""","""gym""","""meeting room""","""Fitness Centre""","""Fully Equipped Kitchen""","""Outdoor Terrace""","""Courtyard""","""Daycare On Site""","""Billiards Room""","""24H Surveillance""","""Community Garden""","""Night Patrol""","""Outdoor Playground""","""Parking - Indoor""","""24H Maintenance""","""Online Payments Available""","""8""","""Church""","""24H On-Site Security""","""Utilities Included""","""Key Card Security""","""Skiing""","""Underground Parking""","""Visitor Parking""","""Cat Friendly""","""Dog Friendly""","""On-Site Resident Managers""","""Atm""","""Recreation""","""Pool - Private""","""Satellite TV""","""Attached Parking""","""Car Wash""","""Marina""","""Electricity - Available""","""Natural Gas - Available""","""Detached Garage""","""Wall Unit""","""Parking - Carport""","""Flooring - Vinyl""","""Garburator""","""Basketball Court""","""Electricity - Installed""","""Natural Gas - Installed""","""Refrigerator""","""Wine Fridge""","""Other / Cable - Installed""","""Cooktop""","""Hood Fan""","""Water - Available""","""Golf Course""","""Window Air Conditioner""","""Washer/Dryer""","""Card Laundry""","""Security Guard"""
161 Roehampton Avenue,2100.0,43.70875849999999,-79.393795,https://rentals.ca/toronto/161-roehampton-avenue-id329770,Toronto,1 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 Jarvis Street,2300.0,43.6590315,-79.375549,https://rentals.ca/toronto/250-jarvis-street-7,Toronto,2 Bedroom,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseball Place,1600.0,43.65756220000001,-79.3520099999999,https://rentals.ca/toronto/baseball-place-id329768,Toronto,0 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Bank Street,1450.0,43.6473044,-79.431969,https://rentals.ca/toronto/27-bank-street,Toronto,1 Bedroom,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Park Village,"1559.0,1769.0,1989.0,1999.0,2299.0",43.6571573,-79.464777,https://rentals.ca/toronto/high-park-village,Toronto,"Bachelor Suites,One Bedroom Suites,One Bedroom plus Den,One Bedroom Deluxe,Two Bedroom Suites",,,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080 Bay Street,2100.0,43.66698049999999,-79.388888,https://rentals.ca/toronto/320-richmond-street-east-id327435,Toronto,0 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091 Dufferin Street,2050.0,43.7158616,-79.45421,https://rentals.ca/toronto/305-roehampton-avenue-2,NorthYork,1 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650 Queens Quay West,2000.0,43.6356647,-79.399035,https://rentals.ca/toronto/488-university-avenue-id325260,Toronto,1 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Oxley Street,2200.0,43.6462468,-79.3945284999999,https://rentals.ca/toronto/832-bay-street-id325087,Toronto,1 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81 Humewood Drive,2999.0,43.6851414,-79.426718,https://rentals.ca/toronto/14-york-street-id328298,York,3 Bedroom,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110 Marine Parade Drive,2750.0,43.62525960000001,-79.477902,https://rentals.ca/toronto/3-navy-wharf-court-id328228,Etobicoke,2 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59 Annie Craig Drive,2700.0,43.6248284,-79.4780102,https://rentals.ca/toronto/12-york-street-id326325,Etobicoke,2 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 Carr Street,2800.0,43.6492125,-79.404291,https://rentals.ca/quinte-west/80-carrying-place-road,Toronto,2 Bedroom,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 Avenue Road,4900.0,43.6742654,-79.396208,https://rentals.ca/mississauga/1400-dixie-road-6,Toronto,2 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 Avenue Road,4200.0,43.6742654,-79.396208,https://rentals.ca/etobicoke/32-fieldway-road-1,Toronto,2 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151 Avenue Road,4000.0,43.6742654,-79.396208,https://rentals.ca/toronto/16-yonge-street-id323702,Toronto,2 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386 Yonge Street,3500.0,43.659127,-79.3835400999999,https://rentals.ca/toronto/21-nelson-street-id325265,Toronto,2 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 York Street,2800.0,43.64196640000001,-79.381739,https://rentals.ca/toronto/20-blue-jays-way-id328300,Toronto,2 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 King Street West,2500.0,43.6489848,-79.378484,https://rentals.ca/toronto/3-navy-wharf-court-id328229,Toronto,2 Bedroom,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39 Goodwood Avenue,1900.0,43.68053279999999,-79.4460615,https://rentals.ca/york/39-goodwood-avenue,York,3 Bedroom,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181 Dundas Street East,1850.0,43.657011,-79.374105,https://rentals.ca/toronto/181-dundas-street-east-id310523,Toronto,1.5 Bedroom,1.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacious Two Bedroom Apartment in The Annex,"1700.0,2950.0",43.66934149999999,-79.40463,https://rentals.ca/toronto/55-spadina-road,Toronto,"1.0 Bedroom,2.0 Bedroom",,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Bedroom 1 Bathroom Beautiful West Toronto Apartment,"1599.0,2050.0,2050.0",43.6143321,-79.487305,https://rentals.ca/etobicoke/2-superior-avenue-1,Etobicoke,"1.0 Bedroom,2.0 Bedroom,2.0 Bedroom",,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davisville Village Apartments,"1495.0,1975.0",43.69839,-79.3948,https://rentals.ca/toronto/33-davisville-avenue-0,Toronto,"Bachelor,1 Bedroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Grosvenor Street,2500.0,43.6630303,-79.384205,https://rentals.ca/toronto/2-grosvenor-street,Toronto,2 Bedroom,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300 Front Street West #36,"1995.0,2100.0,2100.0,2150.0,2350.0,2400.0,2450.0,2475.0,2550.0,3450.0",43.644375,-79.3896,https://rentals.ca/toronto/300-front-street-west-id329796,Toronto,"Condo,Condo,Condo,Condo,Condo,Condo,Condo,Condo,Condo,Condo",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600 Sheppard Avenue East,"1565.0,1914.0",43.79504060000001,-79.2363283999999,https://rentals.ca/scarborough/5600-sheppard-avenue-east,Scarborough,"1 bedroom,2 bedrooms",,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801 Jane St.,"1700.0,1990.0,2198.0",43.7507087,-79.51495,https://rentals.ca/north-york/2801-jane-st,NorthYork,"1 Bedroom,2 Bedroom,3 Bedroom",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806 Kennedy Road,1799.0,43.733676,-79.268943,https://rentals.ca/scarborough/806-kennedy-road,Scarborough,1 Bedroom,1.0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Glenhaven Street,1912.0,43.691757,-79.469902,https://rentals.ca/york/2-glenhaven-street,York,1 Bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridian I - 15 Greenview #1047,"2150.0,2150.0,2200.0,2650.0,2700.0",43.78077,-79.41838,https://rentals.ca/north-york/15-greenview-ave-2,NorthYork,"Condo,Condo,Condo,Condo,Condo",,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82 Warren Road,"1982.0,2347.0",43.6853969,-79.4065,https://rentals.ca/toronto/82-warren-road,Toronto,"1 Bedroom,2 Bedroom",,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heathdale Court,"1749.0,1992.0",43.6880505,-79.42046,https://rentals.ca/york/1596-1598-bathurst-street,York,"Bachelor,1 Bedroom",1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
